0   HLTriggerFirstPath, FIRED = 0
370   HLT_RsqMR270_Rsq0p09_MR200_4jet_v6, FIRED = 0
371   HLT_Rsq0p02_MR400_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200_v3, FIRED = 0
372   HLT_Rsq0p02_MR450_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200_v3, FIRED = 0
373   HLT_Rsq0p02_MR500_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200_v2, FIRED = 0
374   HLT_Rsq0p02_MR550_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200_v2, FIRED = 0
375   HLT_HT250_DisplacedDijet40_DisplacedTrack_v5, FIRED = 0
376   HLT_HT350_DisplacedDijet40_DisplacedTrack_v5, FIRED = 0
377   HLT_HT350_DisplacedDijet80_DisplacedTrack_v5, FIRED = 0
378   HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack_v5, FIRED = 0
379   HLT_HT350_DisplacedDijet40_Inclusive_v4, FIRED = 0
380   HLT_HT550_DisplacedDijet80_Inclusive_v2, FIRED = 0
381   HLT_HT650_DisplacedDijet80_Inclusive_v5, FIRED = 0
382   HLT_HT750_DisplacedDijet80_Inclusive_v5, FIRED = 0
383   HLT_VBF_DisplacedJet40_DisplacedTrack_v5, FIRED = 0
384   HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5_v5, FIRED = 0
385   HLT_VBF_DisplacedJet40_TightID_DisplacedTrack_v5, FIRED = 0
386   HLT_VBF_DisplacedJet40_TightID_Hadronic_v5, FIRED = 0
387   HLT_VBF_DisplacedJet40_VTightID_Hadronic_v5, FIRED = 0
388   HLT_VBF_DisplacedJet40_VVTightID_Hadronic_v5, FIRED = 0
389   HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack_v5, FIRED = 0
390   HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v5, FIRED = 0
391   HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v8, FIRED = 0
392   HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v8, FIRED = 0
393   HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v8, FIRED = 0
394   HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v8, FIRED = 0
395   HLT_Ele27_eta2p1_WPLoose_Gsf_HT200_v10, FIRED = 0
396   HLT_DoubleMu8_Mass8_PFHT300_v9, FIRED = 0
397   HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300_v10, FIRED = 1
398   HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300_v10, FIRED = 0
399   HLT_Mu10_CentralPFJet30_BTagCSV_p13_v5, FIRED = 0
400   HLT_DoubleMu3_PFMET50_v6, FIRED = 0
401   HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13_v7, FIRED = 0
402   HLT_Ele15_IsoVVVL_BTagCSV_p067_PFHT400_v7, FIRED = 0
403   HLT_Ele15_IsoVVVL_PFHT600_v9, FIRED = 0
404   HLT_Ele15_IsoVVVL_PFHT400_PFMET50_v6, FIRED = 0
405   HLT_Ele15_IsoVVVL_PFHT400_v6, FIRED = 0
406   HLT_Ele50_IsoVVVL_PFHT400_v6, FIRED = 0
407   HLT_Mu8_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT300_PFMETNoMu60_v4, FIRED = 0
408   HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v5, FIRED = 0
409   HLT_Mu15_IsoVVVL_BTagCSV_p067_PFHT400_v6, FIRED = 0
410   HLT_Mu15_IsoVVVL_PFHT600_v8, FIRED = 0
411   HLT_Mu15_IsoVVVL_PFHT400_PFMET50_v5, FIRED = 0
412   HLT_Mu15_IsoVVVL_PFHT400_v5, FIRED = 0
413   HLT_Mu50_IsoVVVL_PFHT400_v5, FIRED = 0
414   HLT_Dimuon16_Jpsi_v6, FIRED = 0
415   HLT_Dimuon8_PsiPrime_Barrel_v6, FIRED = 0
416   HLT_Dimuon8_Upsilon_Barrel_v6, FIRED = 0
417   HLT_Dimuon0_Phi_Barrel_v6, FIRED = 0
418   HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v6, FIRED = 0
419   HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v6, FIRED = 0
420   HLT_Mu8_v5, FIRED = 0
421   HLT_Mu17_v4, FIRED = 0
422   HLT_Mu3_PFJet40_v6, FIRED = 0
423   HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v9, FIRED = 0
424   HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v9, FIRED = 0
425   HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v7, FIRED = 0
426   HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v9, FIRED = 0
427   HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v7, FIRED = 0
428   HLT_PFHT400_SixJet30_DoubleBTagCSV_p056_v6, FIRED = 0
429   HLT_PFHT450_SixJet40_BTagCSV_p056_v6, FIRED = 0
430   HLT_PFHT400_SixJet30_v8, FIRED = 0
431   HLT_PFHT450_SixJet40_v8, FIRED = 0
432   HLT_Ele115_CaloIdVT_GsfTrkIdT_v7, FIRED = 0
433   HLT_Ele145_CaloIdVT_GsfTrkIdT_v1, FIRED = 0
434   HLT_Ele200_CaloIdVT_GsfTrkIdT_v1, FIRED = 0
435   HLT_Mu55_v4, FIRED = 0
436   HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v9, FIRED = 0
437   HLT_Photon90_CaloIdL_PFHT600_v8, FIRED = 0
438   HLT_FullTracks_Multiplicity80_v4, FIRED = 0
439   HLT_FullTracks_Multiplicity100_v5, FIRED = 0
440   HLT_FullTracks_Multiplicity130_v5, FIRED = 0
441   HLT_FullTracks_Multiplicity150_v5, FIRED = 0
442   HLT_ECALHT800_v6, FIRED = 0
443   HLT_DiSC30_18_EIso_AND_HE_Mass70_v6, FIRED = 0
444   HLT_MET200_v5, FIRED = 0
445   HLT_Ele27_HighEta_Ele20_Mass55_v8, FIRED = 0
446   HLT_L1FatEvents_v2, FIRED = 0
447   HLT_Physics_v5, FIRED = 0
448   HLT_L1FatEvents_part0_v1, FIRED = 0
449   HLT_L1FatEvents_part1_v1, FIRED = 0
450   HLT_L1FatEvents_part2_v1, FIRED = 0
451   HLT_L1FatEvents_part3_v1, FIRED = 0
452   DST_Physics_v5, FIRED = 1
453   DST_CaloJet40_BTagScouting_v7, FIRED = 0
454   DST_CaloJet40_CaloScouting_PFScouting_v7, FIRED = 0
455   DST_CaloJet40_CaloBTagScouting_v6, FIRED = 0
456   DST_L1HTT_BTagScouting_v7, FIRED = 0
457   DST_L1HTT_CaloScouting_PFScouting_v7, FIRED = 0
458   DST_L1HTT_CaloBTagScouting_v6, FIRED = 0
459   DST_HT250_CaloScouting_v5, FIRED = 1
460   DST_HT250_CaloBTagScouting_v3, FIRED = 1
461   DST_HT410_BTagScouting_v7, FIRED = 0
462   DST_HT410_PFScouting_v7, FIRED = 0
463   DST_HT450_BTagScouting_v7, FIRED = 0
464   DST_HT450_PFScouting_v7, FIRED = 0
465   DST_ZeroBias_CaloScouting_PFScouting_v6, FIRED = 0
466   DST_ZeroBias_BTagScouting_v7, FIRED = 0
467   DST_L1DoubleMu_BTagScouting_v8, FIRED = 0
468   DST_L1DoubleMu_CaloScouting_PFScouting_v7, FIRED = 0
469   DST_DoubleMu3_Mass10_BTagScouting_v8, FIRED = 0
470   DST_DoubleMu3_Mass10_CaloScouting_PFScouting_v7, FIRED = 0
471   HLT_Random_v2, FIRED = 0
472   HLT_ZeroBias_v4, FIRED = 0
473   HLT_ZeroBias_part0_v4, FIRED = 0
474   HLT_ZeroBias_part1_v4, FIRED = 0
475   HLT_ZeroBias_part2_v4, FIRED = 0
476   HLT_ZeroBias_part3_v4, FIRED = 0
477   HLT_ZeroBias_part4_v4, FIRED = 0
478   HLT_ZeroBias_part5_v4, FIRED = 0
479   HLT_ZeroBias_part6_v4, FIRED = 0
480   HLT_ZeroBias_part7_v4, FIRED = 0
481   HLT_AK4CaloJet30_v5, FIRED = 0
482   HLT_AK4CaloJet40_v4, FIRED = 0
483   HLT_AK4CaloJet50_v4, FIRED = 0
484   HLT_AK4CaloJet80_v4, FIRED = 0
485   HLT_AK4CaloJet100_v4, FIRED = 0
486   HLT_AK4PFJet30_v7, FIRED = 0
487   HLT_AK4PFJet50_v7, FIRED = 0
488   HLT_AK4PFJet80_v7, FIRED = 0
489   HLT_AK4PFJet100_v7, FIRED = 0
490   HLT_HISinglePhoton10_v4, FIRED = 0
491   HLT_HISinglePhoton15_v4, FIRED = 0
492   HLT_HISinglePhoton20_v4, FIRED = 0
493   HLT_HISinglePhoton40_v4, FIRED = 0
494   HLT_HISinglePhoton60_v4, FIRED = 0
495   HLT_EcalCalibration_v3, FIRED = 0
496   HLT_HcalCalibration_v4, FIRED = 0
497   AlCa_EcalPhiSym_v6, FIRED = 0
498   AlCa_SingleEle_WPVeryLoose_Gsf_v7, FIRED = 0
499   AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL_DZ_v6, FIRED = 0
500   AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL_v6, FIRED = 0
501   HLT_GlobalRunHPDNoise_v4, FIRED = 0
502   HLT_L1BptxMinus_v2, FIRED = 0
503   HLT_L1BptxPlus_v2, FIRED = 0
504   HLT_L1NotBptxOR_v2, FIRED = 0
505   HLT_L1MinimumBiasHF_OR_part0_v2, FIRED = 0
506   HLT_L1MinimumBiasHF_OR_part1_v2, FIRED = 0
507   HLT_L1MinimumBiasHF_OR_part2_v2, FIRED = 0
508   HLT_L1MinimumBiasHF_OR_part3_v2, FIRED = 0
509   HLT_L1MinimumBiasHF_OR_part4_v2, FIRED = 0
510   HLT_L1MinimumBiasHF_OR_part5_v2, FIRED = 0
511   HLT_L1MinimumBiasHF_OR_part6_v2, FIRED = 0
512   HLT_L1MinimumBiasHF_OR_part7_v2, FIRED = 0
513   HLT_L1MinimumBiasHF_OR_part8_v2, FIRED = 0
514   HLT_L1MinimumBiasHF_OR_part9_v2, FIRED = 0
515   HLT_L1MinimumBiasHF_AND_v2, FIRED = 0
516   HLT_HcalNZS_v10, FIRED = 0
517   HLT_HcalPhiSym_v11, FIRED = 0
518   HLT_HcalIsolatedbunch_v2, FIRED = 0
519   HLT_ZeroBias_FirstCollisionAfterAbortGap_v3, FIRED = 0
520   HLT_ZeroBias_FirstCollisionAfterAbortGap_copy_v1, FIRED = 0
521   HLT_ZeroBias_IsolatedBunches_v3, FIRED = 0
522   HLT_ZeroBias_FirstCollisionInTrain_v1, FIRED = 0
523   HLT_ZeroBias_FirstBXAfterTrain_v1, FIRED = 0
524   AlCa_RPCMuonNoTriggers_v10, FIRED = 0
525   AlCa_RPCMuonNoHits_v10, FIRED = 1
526   AlCa_RPCMuonNormalisation_v10, FIRED = 0
527   AlCa_LumiPixels_Random_v2, FIRED = 0
528   AlCa_LumiPixels_ZeroBias_v5, FIRED = 0
529   HLT_Photon500_v6, FIRED = 0
530   HLT_Photon600_v6, FIRED = 0
531   HLT_Mu300_v3, FIRED = 0
532   HLT_Mu350_v3, FIRED = 0
533   HLT_MET250_v5, FIRED = 0
534   HLT_MET300_v5, FIRED = 0
535   HLT_MET600_v5, FIRED = 0
536   HLT_MET700_v5, FIRED = 0
537   HLT_PFMET300_v7, FIRED = 0
538   HLT_PFMET400_v7, FIRED = 0
539   HLT_PFMET500_v7, FIRED = 0
540   HLT_PFMET600_v7, FIRED = 0
541   HLT_Ele250_CaloIdVT_GsfTrkIdT_v6, FIRED = 0
542   HLT_Ele300_CaloIdVT_GsfTrkIdT_v6, FIRED = 0
543   HLT_HT2000_v5, FIRED = 0
544   HLT_HT2500_v5, FIRED = 0
545   HLT_IsoTrackHE_v3, FIRED = 0
546   HLT_IsoTrackHB_v3, FIRED = 0
547   AlCa_EcalPi0EBonly_v8, FIRED = 0
548   AlCa_EcalPi0EEonly_v8, FIRED = 0
549   AlCa_EcalEtaEBonly_v8, FIRED = 0
550   AlCa_EcalEtaEEonly_v8, FIRED = 0
551   HLTriggerFinalPath, FIRED = 0
[ljmet]: Selection
     0 :         No selection          1
     1 :              Trigger          1
     2 :       Primary vertex          1
     3 :          MET filters          0
     4 :      One jet or more        off
     5 :     Two jets or more        off
     6 :   Three jets or more        off
     7 : Min jet multiplicity          0
     8 : Max jet multiplicity          0
     9 :       Leading jet pt          0
    10 :              Min MET          0
    11 :              Max MET          0
    12 :             Min muon          0
    13 :         Min electron          0
    14 :           Min lepton          0
    15 :           Max lepton          0
    16 :     Min loose lepton          0
    17 :     Max loose lepton          0
    18 :   Second lepton veto        off
    19 :             Tau veto        off
    20 :       1 btag or more        off
    21 :       2 btag or more        off
    22 :       3 btag or more        off
    23 :             All cuts          0
