0   HLTriggerFirstPath, FIRED = 0
368   HLT_VBF_DisplacedJet40_TightID_DisplacedTrack_v2, FIRED = 0
369   HLT_VBF_DisplacedJet40_Hadronic_v2, FIRED = 0
370   HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack_v2, FIRED = 0
371   HLT_VBF_DisplacedJet40_TightID_Hadronic_v2, FIRED = 0
372   HLT_VBF_DisplacedJet40_VTightID_Hadronic_v2, FIRED = 0
373   HLT_VBF_DisplacedJet40_VVTightID_Hadronic_v2, FIRED = 0
374   HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack_v2, FIRED = 0
375   HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v2, FIRED = 0
376   HLT_PFMETNoMu90_PFMHTNoMu90_IDTight_v1, FIRED = 0
377   HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_v1, FIRED = 0
378   HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v1, FIRED = 0
379   HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v1, FIRED = 0
380   HLT_MonoCentralPFJet80_PFMETNoMu90_PFMHTNoMu90_IDTight_v1, FIRED = 0
381   HLT_MonoCentralPFJet80_PFMETNoMu100_PFMHTNoMu100_IDTight_v1, FIRED = 0
382   HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v1, FIRED = 0
383   HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v1, FIRED = 0
384   HLT_Ele27_eta2p1_WPLoose_Gsf_HT200_v2, FIRED = 0
385   HLT_Photon90_CaloIdL_PFHT500_v3, FIRED = 0
386   HLT_DoubleMu8_Mass8_PFHT250_v1, FIRED = 0
387   HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT250_v1, FIRED = 0
388   HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT250_v1, FIRED = 0
389   HLT_DoubleMu8_Mass8_PFHT300_v4, FIRED = 0
390   HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300_v4, FIRED = 0
391   HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300_v4, FIRED = 0
392   HLT_Mu10_CentralPFJet30_BTagCSV_p13_v1, FIRED = 0
393   HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13_v1, FIRED = 0
394   HLT_Ele15_IsoVVVL_BTagCSV_p067_PFHT400_v1, FIRED = 0
395   HLT_Ele15_IsoVVVL_PFHT350_PFMET50_v2, FIRED = 0
396   HLT_Ele15_IsoVVVL_PFHT600_v3, FIRED = 0
397   HLT_Ele15_IsoVVVL_PFHT350_v2, FIRED = 0
398   HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v1, FIRED = 0
399   HLT_Mu15_IsoVVVL_BTagCSV_p067_PFHT400_v1, FIRED = 0
400   HLT_Mu15_IsoVVVL_PFHT350_PFMET50_v2, FIRED = 0
401   HLT_Mu15_IsoVVVL_PFHT600_v3, FIRED = 0
402   HLT_Mu15_IsoVVVL_PFHT350_v2, FIRED = 0
403   HLT_Dimuon16_Jpsi_v2, FIRED = 0
404   HLT_Dimuon10_Jpsi_Barrel_v2, FIRED = 0
405   HLT_Dimuon8_PsiPrime_Barrel_v2, FIRED = 0
406   HLT_Dimuon8_Upsilon_Barrel_v2, FIRED = 0
407   HLT_Dimuon0_Phi_Barrel_v2, FIRED = 0
408   HLT_Mu16_TkMu0_dEta18_Onia_v2, FIRED = 0
409   HLT_Mu16_TkMu0_dEta18_Phi_v2, FIRED = 0
410   HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v2, FIRED = 0
411   HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v2, FIRED = 0
412   HLT_Mu8_v3, FIRED = 0
413   HLT_Mu17_v2, FIRED = 0
414   HLT_Mu3_PFJet40_v1, FIRED = 0
415   HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v3, FIRED = 0
416   HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v3, FIRED = 0
417   HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v1, FIRED = 0
418   HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v3, FIRED = 0
419   HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet140_v1, FIRED = 0
420   HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v1, FIRED = 0
421   HLT_PFHT450_SixJet40_BTagCSV_p056_v1, FIRED = 0
422   HLT_PFHT400_SixJet30_DoubleBTagCSV_p056_v1, FIRED = 0
423   HLT_PFHT450_SixJet40_v3, FIRED = 0
424   HLT_PFHT400_SixJet30_v3, FIRED = 0
425   HLT_Ele115_CaloIdVT_GsfTrkIdT_v2, FIRED = 0
426   HLT_Mu55_v1, FIRED = 0
427   HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15_v2, FIRED = 0
428   HLT_Photon90_CaloIdL_PFHT600_v2, FIRED = 0
429   HLT_PixelTracks_Multiplicity60ForEndOfFill_v1, FIRED = 0
430   HLT_PixelTracks_Multiplicity85ForEndOfFill_v1, FIRED = 0
431   HLT_PixelTracks_Multiplicity110ForEndOfFill_v1, FIRED = 0
432   HLT_PixelTracks_Multiplicity135ForEndOfFill_v1, FIRED = 0
433   HLT_PixelTracks_Multiplicity160ForEndOfFill_v1, FIRED = 0
434   HLT_FullTracks_Multiplicity80_v1, FIRED = 0
435   HLT_FullTracks_Multiplicity100_v1, FIRED = 0
436   HLT_FullTracks_Multiplicity130_v1, FIRED = 0
437   HLT_FullTracks_Multiplicity150_v1, FIRED = 0
438   HLT_ECALHT800_v2, FIRED = 0
439   HLT_DiSC30_18_EIso_AND_HE_Mass70_v1, FIRED = 0
440   HLT_MET200_v1, FIRED = 0
441   HLT_Ele27_HighEta_Ele20_Mass55_v1, FIRED = 0
442   HLT_Physics_v2, FIRED = 0
443   HLT_Physics_part0_v2, FIRED = 0
444   HLT_Physics_part1_v2, FIRED = 0
445   HLT_Physics_part2_v2, FIRED = 0
446   HLT_Physics_part3_v2, FIRED = 0
447   DST_Physics_v1, FIRED = 1
448   DST_CaloJet40_BTagScouting_v1, FIRED = 0
449   DST_CaloJet40_CaloScouting_PFScouting_v1, FIRED = 0
450   DST_L1HTT_BTagScouting_v1, FIRED = 0
451   DST_L1HTT_CaloScouting_PFScouting_v1, FIRED = 0
452   DST_HT250_CaloScouting_v2, FIRED = 0
453   DST_HT410_BTagScouting_v1, FIRED = 0
454   DST_HT410_PFScouting_v1, FIRED = 0
455   DST_HT450_BTagScouting_v1, FIRED = 0
456   DST_HT450_PFScouting_v1, FIRED = 0
457   DST_ZeroBias_PFScouting_v1, FIRED = 0
458   DST_ZeroBias_BTagScouting_v1, FIRED = 0
459   DST_L1DoubleMu_BTagScouting_v1, FIRED = 0
460   DST_L1DoubleMu_PFScouting_v1, FIRED = 0
461   DST_DoubleMu3_Mass10_BTagScouting_v1, FIRED = 0
462   DST_DoubleMu3_Mass10_PFScouting_v1, FIRED = 0
463   HLT_Random_v1, FIRED = 0
464   HLT_ZeroBias_v2, FIRED = 0
465   HLT_AK4CaloJet30_v3, FIRED = 0
466   HLT_AK4CaloJet40_v2, FIRED = 0
467   HLT_AK4CaloJet50_v2, FIRED = 0
468   HLT_AK4CaloJet80_v2, FIRED = 0
469   HLT_AK4CaloJet100_v2, FIRED = 0
470   HLT_AK4PFJet30_v3, FIRED = 0
471   HLT_AK4PFJet50_v3, FIRED = 0
472   HLT_AK4PFJet80_v3, FIRED = 0
473   HLT_AK4PFJet100_v3, FIRED = 0
474   HLT_HISinglePhoton10_v2, FIRED = 0
475   HLT_HISinglePhoton15_v2, FIRED = 0
476   HLT_HISinglePhoton20_v2, FIRED = 0
477   HLT_HISinglePhoton40_v2, FIRED = 0
478   HLT_HISinglePhoton60_v2, FIRED = 0
479   HLT_EcalCalibration_v2, FIRED = 0
480   HLT_HcalCalibration_v1, FIRED = 0
481   AlCa_EcalPhiSym_v3, FIRED = 0
482   AlCa_SingleEle_WPVeryLoose_Gsf_v1, FIRED = 0
483   AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL_DZ_v1, FIRED = 0
484   AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL_v1, FIRED = 0
485   HLT_GlobalRunHPDNoise_v3, FIRED = 0
486   HLT_L1MinimumBiasHF_OR_v1, FIRED = 0
487   HLT_L1BptxXOR_v1, FIRED = 0
488   HLT_L1BeamGasPlus_v1, FIRED = 0
489   HLT_L1BeamGasMinus_v1, FIRED = 0
490   HLT_L1MinimumBiasHF_AND_v1, FIRED = 0
491   HLT_HcalNZS_v2, FIRED = 0
492   HLT_HcalPhiSym_v2, FIRED = 0
493   HLT_ZeroBias_IsolatedBunches_v1, FIRED = 0
494   AlCa_RPCMuonNoTriggers_v2, FIRED = 0
495   AlCa_RPCMuonNoHits_v2, FIRED = 0
496   AlCa_RPCMuonNormalisation_v2, FIRED = 0
497   AlCa_LumiPixels_Random_v1, FIRED = 0
498   AlCa_LumiPixels_ZeroBias_v2, FIRED = 0
499   HLT_Photon500_v1, FIRED = 0
500   HLT_Photon600_v1, FIRED = 0
501   HLT_Mu300_v1, FIRED = 0
502   HLT_Mu350_v1, FIRED = 0
503   HLT_MET250_v1, FIRED = 0
504   HLT_MET300_v1, FIRED = 0
505   HLT_MET600_v1, FIRED = 0
506   HLT_MET700_v1, FIRED = 0
507   HLT_PFMET300_v1, FIRED = 0
508   HLT_PFMET400_v1, FIRED = 0
509   HLT_PFMET500_v1, FIRED = 0
510   HLT_PFMET600_v1, FIRED = 0
511   HLT_HT2000_v1, FIRED = 0
512   HLT_HT2500_v1, FIRED = 0
513   HLT_L1FatEvents_v1, FIRED = 0
514   HLT_IsoTrackHE_v1, FIRED = 0
515   HLT_IsoTrackHB_v1, FIRED = 0
516   AlCa_EcalPi0EEonly_v3, FIRED = 0
517   AlCa_EcalPi0EBonly_v3, FIRED = 0
518   AlCa_EcalEtaEBonly_v3, FIRED = 0
519   AlCa_EcalEtaEEonly_v3, FIRED = 0
520   HLTriggerFinalPath, FIRED = 0
521   HLT_ZeroBias_part0_v1, FIRED = 0
522   HLT_ZeroBias_part2_v1, FIRED = 0
523   HLT_ZeroBias_part3_v1, FIRED = 0
524   HLT_ZeroBias_part1_v1, FIRED = 0
[ljmet]: Selection
     0 :         No selection          1
     1 :              Trigger          1
     2 :       Primary vertex          1
     3 :          MET filters          1
     4 :      One jet or more        off
     5 :     Two jets or more        off
     6 :   Three jets or more        off
     7 : Min jet multiplicity          1
     8 : Max jet multiplicity          1
     9 :       Leading jet pt          1
    10 :              Min MET          0
    11 :              Max MET          0
    12 :             Min muon          0
    13 :         Min electron          0
    14 :           Min lepton          0
    15 :           Max lepton          0
    16 :     Min loose lepton          0
    17 :     Max loose lepton          0
    18 :   Second lepton veto        off
    19 :             Tau veto        off
    20 :       1 btag or more        off
    21 :       2 btag or more        off
    22 :       3 btag or more        off
    23 :             All cuts          0
